2024-10-23 20:13:26,763: 'd'
2024-10-23 20:13:26,803: 'f'
2024-10-23 20:13:27,004: 'f'
2024-10-23 20:13:27,005: 'd'
2024-10-23 20:13:27,076: 'g'
2024-10-23 20:13:27,214: 'd'
2024-10-23 20:13:27,215: 'f'
2024-10-23 20:13:27,293: 'g'
2024-10-23 20:13:27,427: 'd'
2024-10-23 20:13:27,443: 'f'
2024-10-23 20:13:28,013: 'g'
2024-10-23 20:13:28,076: 'f'
2024-10-23 20:13:28,114: 'd'
2024-10-23 20:13:28,313: 'g'
2024-10-23 20:13:28,443: 'd'
2024-10-23 20:13:28,483: 'f'
2024-10-23 20:13:28,617: 'g'
2024-10-23 20:13:28,733: 'd'
2024-10-23 20:13:28,743: 'f'
2024-10-23 20:13:28,847: 'g'
2024-10-23 20:13:28,973: 'd'
2024-10-23 20:13:28,975: 'f'
2024-10-23 20:13:29,095: 'g'
2024-10-23 20:13:29,463: 'g'
2024-10-23 20:13:29,553: 'b'
2024-10-23 20:13:29,724: 'b'
2024-10-23 20:13:29,984: 'g'
2024-10-23 20:13:29,997: 'f'
2024-10-23 20:13:30,074: 'b'
2024-10-23 20:13:30,196: 'g'
2024-10-23 20:13:30,207: 'b'
2024-10-23 20:13:30,354: 'g'
2024-10-23 20:13:31,194: 's'
2024-10-23 20:13:31,404: 'f'
2024-10-23 20:13:34,954: Key.ctrl_l
2024-10-23 20:13:35,155: '\x13'
2024-10-23 20:13:38,704: Key.backspace
2024-10-23 20:13:38,914: Key.ctrl_l
2024-10-23 20:13:39,114: '\x13'
2024-10-23 20:13:39,984: Key.down
2024-10-23 20:13:40,674: Key.down
2024-10-23 20:13:41,514: Key.down
2024-10-23 20:13:41,834: Key.ctrl_l
2024-10-23 20:13:42,035: '\x13'
2024-10-23 20:13:43,775: Key.ctrl_l
2024-10-23 20:13:43,984: '\x13'
2024-10-23 20:13:48,715: Key.ctrl_l
2024-10-23 20:13:48,884: '\x13'
2024-10-23 20:13:58,905: '2'
2024-10-23 20:13:59,116: '3'
2024-10-23 20:14:00,145: '.'
2024-10-23 20:14:00,716: '1'
2024-10-23 20:14:00,896: '0'
2024-10-23 20:14:01,325: '.'
2024-10-23 20:14:01,696: '2'
2024-10-23 20:14:01,876: '0'
2024-10-23 20:14:02,005: '2'
2024-10-23 20:14:02,285: '4'
2024-10-23 20:14:17,316: Key.ctrl_l
2024-10-23 20:14:17,610: '\x03'
2024-10-23 20:14:18,657: Key.ctrl_l
2024-10-23 20:14:18,747: '\x16'
2024-10-23 20:14:19,487: Key.enter
2024-10-23 20:14:25,157: '2'
2024-10-23 20:14:25,458: '4'
2024-10-23 20:14:28,508: Key.backspace
2024-10-23 20:14:28,797: Key.backspace
2024-10-23 20:14:29,671: '2'
2024-10-23 20:14:29,907: '0'
2024-10-23 20:14:32,178: '2'
2024-10-23 20:14:32,458: '4'
2024-10-23 20:14:34,289: '-'
2024-10-23 20:14:35,699: '1'
2024-10-23 20:14:36,019: '0'
2024-10-23 20:14:38,672: '-'
2024-10-23 20:14:38,949: '2'
2024-10-23 20:14:40,239: '3'
2024-10-23 20:14:40,449: Key.enter
2024-10-23 20:14:42,139: Key.right
2024-10-23 20:14:45,410: '1'
2024-10-23 20:14:45,639: '0'
2024-10-23 20:14:48,239: Key.backspace
2024-10-23 20:14:48,649: Key.backspace
2024-10-23 20:14:50,400: '0'
2024-10-23 20:14:54,111: ','
2024-10-23 20:14:56,201: '1'
2024-10-23 20:14:56,922: '5'
2024-10-23 20:14:57,452: Key.right
2024-10-23 20:14:58,642: Key.ctrl_l
2024-10-23 20:14:58,822: '\x13'
2024-10-23 20:15:05,834: Key.ctrl_l
2024-10-23 20:15:06,134: '\x13'
2024-10-23 20:15:06,835: Key.ctrl_l
2024-10-23 20:15:07,064: '\x13'
2024-10-23 20:15:07,735: Key.ctrl_l
2024-10-23 20:15:07,955: '\x13'
2024-10-23 20:15:09,775: Key.ctrl_l
2024-10-23 20:15:09,985: '\x13'
2024-10-23 20:15:10,995: Key.ctrl_l
2024-10-23 20:15:11,165: '\x13'
2024-10-23 20:15:14,786: Key.f2
2024-10-23 20:15:15,576: Key.f2
2024-10-23 20:15:18,617: Key.backspace
2024-10-23 20:15:18,817: Key.backspace
2024-10-23 20:15:20,358: 'g'
2024-10-23 20:15:21,028: Key.enter
2024-10-23 20:15:22,748: Key.ctrl_l
2024-10-23 20:15:22,928: '\x13'
2024-10-23 20:15:27,709: Key.ctrl_l
2024-10-23 20:15:27,940: '\x13'
2024-10-23 20:15:29,260: Key.ctrl_l
2024-10-23 20:15:29,500: '\x13'
2024-10-23 20:15:35,343: 'e'
2024-10-23 20:15:35,502: 'n'
2024-10-23 20:15:35,672: 'a'
2024-10-23 20:15:36,222: Key.backspace
2024-10-23 20:15:36,722: Key.backspace
2024-10-23 20:15:36,752: Key.backspace
2024-10-23 20:15:36,782: Key.backspace
2024-10-23 20:15:36,812: Key.backspace
2024-10-23 20:15:36,843: Key.backspace
2024-10-23 20:15:36,883: Key.backspace
2024-10-23 20:15:36,912: Key.backspace
2024-10-23 20:15:36,943: Key.backspace
2024-10-23 20:15:36,972: Key.backspace
2024-10-23 20:15:37,002: Key.backspace
2024-10-23 20:15:37,633: 'g'
2024-10-23 20:15:37,844: 'i'
2024-10-23 20:15:38,093: 't'
2024-10-23 20:15:38,393: 'h'
2024-10-23 20:15:38,584: 'u'
2024-10-23 20:15:38,763: 'b'
2024-10-23 20:15:38,864: Key.space
2024-10-23 20:15:39,144: Key.enter
2024-10-23 20:16:00,722: 'k'
2024-10-23 20:16:00,893: 'e'
2024-10-23 20:16:01,013: 'y'
2024-10-23 20:16:01,423: 'l'
2024-10-23 20:16:01,593: 'o'
2024-10-23 20:16:01,723: 'g'
2024-10-23 20:16:01,903: 'g'
2024-10-23 20:16:02,233: 'e'
2024-10-23 20:16:02,423: 'r'
2024-10-23 20:16:04,265: Key.shift
2024-10-23 20:16:04,885: '-'
2024-10-23 20:16:05,335: 'p'
2024-10-23 20:16:05,565: 'y'
2024-10-23 20:16:05,775: 't'
2024-10-23 20:16:05,956: 'h'
2024-10-23 20:16:06,065: 'o'
2024-10-23 20:16:06,295: 'n'
2024-10-23 20:16:07,366: Key.left
2024-10-23 20:16:07,866: Key.left
2024-10-23 20:16:07,896: Key.left
2024-10-23 20:16:07,926: Key.left
2024-10-23 20:16:07,956: Key.left
2024-10-23 20:16:07,986: Key.left
2024-10-23 20:16:08,016: Key.left
2024-10-23 20:16:08,046: Key.left
2024-10-23 20:16:08,076: Key.left
2024-10-23 20:16:08,106: Key.left
2024-10-23 20:16:08,136: Key.left
2024-10-23 20:16:08,166: Key.left
2024-10-23 20:16:08,197: Key.left
2024-10-23 20:16:08,226: Key.left
2024-10-23 20:16:08,256: Key.left
2024-10-23 20:16:08,286: Key.left
2024-10-23 20:16:08,317: Key.left
2024-10-23 20:16:08,346: Key.left
2024-10-23 20:16:08,376: Key.left
2024-10-23 20:16:08,406: Key.left
2024-10-23 20:16:08,436: Key.left
2024-10-23 20:16:08,466: Key.left
2024-10-23 20:16:08,847: 's'
2024-10-23 20:16:09,037: 'i'
2024-10-23 20:16:09,518: 'm'
2024-10-23 20:16:09,747: 'p'
2024-10-23 20:16:09,948: 'l'
2024-10-23 20:16:10,058: 'e'
2024-10-23 20:16:10,838: '-'
2024-10-23 20:16:11,668: 'p'
2024-10-23 20:16:11,909: 'y'
2024-10-23 20:16:12,098: 't'
2024-10-23 20:16:12,289: 'h'
2024-10-23 20:16:12,379: 'o'
2024-10-23 20:16:12,589: 'n'
2024-10-23 20:16:13,729: '-'
2024-10-23 20:16:14,220: Key.right
2024-10-23 20:16:14,719: Key.right
2024-10-23 20:16:14,750: Key.right
2024-10-23 20:16:14,780: Key.right
2024-10-23 20:16:14,810: Key.right
2024-10-23 20:16:14,840: Key.right
2024-10-23 20:16:14,870: Key.right
2024-10-23 20:16:14,900: Key.right
2024-10-23 20:16:14,930: Key.right
2024-10-23 20:16:14,960: Key.right
2024-10-23 20:16:14,989: Key.right
2024-10-23 20:16:15,020: Key.right
2024-10-23 20:16:15,050: Key.right
2024-10-23 20:16:15,079: Key.right
2024-10-23 20:16:15,110: Key.right
2024-10-23 20:16:15,140: Key.right
2024-10-23 20:16:15,170: Key.right
2024-10-23 20:16:15,201: Key.right
2024-10-23 20:16:15,230: Key.right
2024-10-23 20:16:15,261: Key.right
2024-10-23 20:16:15,290: Key.right
2024-10-23 20:16:15,510: Key.backspace
2024-10-23 20:16:16,101: Key.backspace
2024-10-23 20:16:16,301: Key.backspace
2024-10-23 20:16:16,491: Key.backspace
2024-10-23 20:16:16,691: Key.backspace
2024-10-23 20:16:16,972: Key.backspace
2024-10-23 20:16:17,380: Key.backspace
2024-10-23 20:16:18,552: Key.left
2024-10-23 20:16:19,052: Key.left
2024-10-23 20:16:19,082: Key.left
2024-10-23 20:16:19,112: Key.left
2024-10-23 20:16:19,142: Key.left
2024-10-23 20:16:19,172: Key.left
2024-10-23 20:16:19,202: Key.left
2024-10-23 20:16:19,232: Key.left
2024-10-23 20:16:19,262: Key.left
2024-10-23 20:16:19,292: Key.left
2024-10-23 20:16:19,322: Key.left
2024-10-23 20:16:19,353: Key.left
2024-10-23 20:16:19,382: Key.left
2024-10-23 20:16:19,413: Key.left
2024-10-23 20:16:19,442: Key.left
2024-10-23 20:16:19,473: Key.left
2024-10-23 20:16:19,502: Key.left
2024-10-23 20:16:19,532: Key.left
2024-10-23 20:16:19,563: Key.left
2024-10-23 20:16:19,592: Key.left
2024-10-23 20:16:19,622: Key.left
2024-10-23 20:16:19,652: Key.left
2024-10-23 20:16:19,683: Key.left
2024-10-23 20:16:19,712: Key.left
2024-10-23 20:16:19,742: Key.left
2024-10-23 20:16:19,772: Key.left
2024-10-23 20:16:19,803: Key.left
2024-10-23 20:16:19,833: Key.left
2024-10-23 20:16:19,864: Key.left
2024-10-23 20:16:19,902: Key.left
2024-10-23 20:16:19,933: Key.left
2024-10-23 20:16:19,963: Key.left
2024-10-23 20:16:19,993: Key.left
2024-10-23 20:16:20,023: Key.left
2024-10-23 20:16:30,188: 'v'
2024-10-23 20:16:30,479: 'e'
2024-10-23 20:16:30,628: 'n'
2024-10-23 20:16:32,139: Key.backspace
2024-10-23 20:16:32,338: Key.backspace
2024-10-23 20:16:32,519: Key.backspace
2024-10-23 20:16:32,779: Key.backspace
2024-10-23 20:16:33,390: 'p'
2024-10-23 20:16:33,680: 'y'
2024-10-23 20:16:33,860: 't'
2024-10-23 20:16:34,050: 'h'
2024-10-23 20:16:34,160: 'o'
2024-10-23 20:16:42,063: Key.shift
2024-10-23 20:16:42,184: 'J'
2024-10-23 20:16:42,364: 'u'
2024-10-23 20:16:42,464: 's'
2024-10-23 20:16:42,624: 't'
2024-10-23 20:16:42,754: Key.space
2024-10-23 20:16:44,475: 's'
2024-10-23 20:16:44,735: 'i'
2024-10-23 20:16:44,955: 'm'
2024-10-23 20:16:45,206: 'p'
2024-10-23 20:16:45,395: 'l'
2024-10-23 20:16:45,505: 'e'
2024-10-23 20:16:45,635: Key.space
2024-10-23 20:16:45,846: 'p'
2024-10-23 20:16:46,456: 'y'
2024-10-23 20:16:46,666: 't'
2024-10-23 20:16:46,847: 'h'
2024-10-23 20:16:46,977: 'o'
2024-10-23 20:16:47,226: 'n'
2024-10-23 20:16:47,396: Key.space
2024-10-23 20:16:48,607: 'k'
2024-10-23 20:16:48,767: 'e'
2024-10-23 20:16:48,958: 'y'
2024-10-23 20:16:49,988: 'l'
2024-10-23 20:16:50,188: 'o'
2024-10-23 20:16:50,368: 'g'
2024-10-23 20:16:50,559: 'g'
2024-10-23 20:16:50,778: 'e'
2024-10-23 20:16:50,949: 'r'
2024-10-23 20:16:52,409: '.'
2024-10-23 20:16:52,569: Key.space
2024-10-23 20:16:53,089: Key.shift
2024-10-23 20:16:53,209: 'O'
2024-10-23 20:16:53,490: 'n'
2024-10-23 20:16:53,760: 'l'
2024-10-23 20:16:54,010: 'y'
2024-10-23 20:16:54,150: Key.space
2024-10-23 20:16:54,400: 'f'
2024-10-23 20:16:54,550: 'o'
2024-10-23 20:16:54,690: 'r'
2024-10-23 20:16:54,790: Key.space
2024-10-23 20:16:55,160: 's'
2024-10-23 20:16:55,421: 'c'
2024-10-23 20:16:55,551: 'i'
2024-10-23 20:16:55,691: 'e'
2024-10-23 20:16:55,851: 'n'
2024-10-23 20:16:56,141: 't'
2024-10-23 20:16:56,371: 'i'
2024-10-23 20:16:56,932: 'f'
2024-10-23 20:16:57,071: 'i'
2024-10-23 20:16:57,302: 'c'
2024-10-23 20:16:57,441: Key.space
2024-10-23 20:16:58,242: 'p'
2024-10-23 20:16:58,522: 'u'
2024-10-23 20:16:58,692: 'r'
2024-10-23 20:16:59,242: 'p'
2024-10-23 20:16:59,442: 'o'
2024-10-23 20:16:59,613: 's'
2024-10-23 20:16:59,793: 'e'
2024-10-23 20:16:59,993: 's'
2024-10-23 20:17:01,074: '.'
2024-10-23 20:17:19,571: 'g'
2024-10-23 20:17:19,831: 'i'
2024-10-23 20:17:19,931: 't'
2024-10-23 20:17:20,201: Key.enter
2024-10-23 20:17:59,399: 'k'
2024-10-23 20:17:59,609: 'e'
2024-10-23 20:17:59,698: 'y'
2024-10-23 20:17:59,978: 'l'
2024-10-23 20:18:00,179: 'o'
